Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
23869,"2 BHK Ready to Occupy Flat for sale A Narayanapura, Mahadevapura","This gorgeous 2 BHK Flat is available for sale in A Narayanapura, Bangalore. This flat for resale is a choice property. This ready to move flat located in A Narayanapura is available for purchase at a fair price of INR 65 Lac. The flat is available in semi-furnished condition.",65 Lac ,4062.0,bangalore,1050.0,Ready to Move,4.0,Resale,Semi-Furnished,East,,,2.0,2,,,,,
66976,"3 BHK Ready to Occupy Flat for sale in Malibu Town Malibu Town, Sector 47","Creatively planned and constructed is a 3 BHK flat for sale in Malibu Town, Gurgaon. Ideally situated in the Malibu Town township it enjoys a prime location. This flat is available as a sale property. You can buy this ready to move flat in Malibu Town at a reasonable price of INR 1.75 Cr. The spacious apartment is semi-furnished. The prime landmarks near this property are opp. jmd megapolis.",1.75 Cr ,12963.0,gurgaon,1296.0,Ready to Move,2.0,New Property,Semi-Furnished,East,"Garden/Park, Main Road",Malibu Town,3.0,2,2 Covered,Freehold,,,
117200,4 BHK Ready to Occupy Flat for sale Dwarka,"This magnificent 4 BHK Flat is available for sale in Dwarka, New Delhi. This flat is an attractive property for sale. This ready to move flat in Dwarka can be taken at a very economical pricing of INR 2.15 Cr. The flat is semi-furnished and makes for an ideal choice for any family. Landmarks near the apartment include queen velly school.",2.15 Cr ,9556.0,new-delhi,2200.0,Ready to Move,1.0,New Property,Semi-Furnished,West,"Garden/Park, Main Road",,4.0,1,,Freehold,,,
70513,3 BHK Ready to Occupy Flat for sale Kompally,"This ready to move-in 3 BHK flat is available for sale at the premium Kompally in Hyderabad. This is a desirable apartment for resale. In Kompally, this ready to move flat is available at an attractive price of INR 92 Lac. Available in semi-furnished state, this flat is a great buy. Prominent landmarks in and around this locality are siddh convention center.",92 Lac ,5997.0,hyderabad,1690.0,Ready to Move,6.0,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",,3.0,,2 Covered,Freehold,,,
18739,"2 BHK Ready to Occupy Flat for sale A Narayanapura, Mahadevapura","This gorgeous 2 BHK Flat is available for sale in A Narayanapura, Bangalore. This flat for resale is a choice property. This ready to move flat located in A Narayanapura is available for purchase at a fair price of INR 65 Lac. The flat is available in semi-furnished condition.",65 Lac ,4062.0,bangalore,1050.0,Ready to Move,4.0,Resale,Semi-Furnished,East,,,2.0,2,,,,,
97119,2 BHK Ready to Occupy Flat for sale in Arbi 5th Avenue Madhyamgram,"New fully furnished flat of 3yrs with separate covered garrage of 160 sq feet. Jessore road 3min, Madhyamgram Chowmatha 7min, Madhyamgram Station 5min, Star mall 4min. Owner property, NO BROKERAGE. 2BEDROOMS, 2TOILETS, 1BALCONY. Modular kitchen with Chimney, 2 wardrobes, False Ceiling across all the rooms, TV unit, Wine Rack, Curtains, Pureit Ultima water Purifier, 1 king size hydrolic storage Bed, Air conditionerAC pre installed. Prime location. Negotiable. Urgent Sale",31 Lac ,3827.0,kolkata,680.0,Ready to Move,3.0,Resale,Furnished,South -West,Main Road,Arbi 5th Avenue,2.0,1,,Freehold,,,
41740,2 BHK Ready to Occupy Flat for sale in Pride Towers Zone 11 Padur,"Discover this immaculate 2 BHK flat for sale at the pristine Zone 11 Padur in Chennai. It is housed in the well-planned Pride Towers township in an advantageous location. Your search ends here, because this flat for sale is among the best bargains in town. In Zone 11 Padur, this ready to move flat is available at an attractive price of INR 58 Lac. The flat is unfurnished and makes for an ideal choice for any family. located in the heart of chennais it corridor are some major landmarks near the apartment.",58 Lac ,5057.0,chennai,803.0,Ready to Move,5.0,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",,2.0,1,1 Covered,Freehold,,,
123104,"3 BHK Ready to Occupy Flat for sale Devli, Sangam Vihar",This ready to move-in 3 BHK flat is available for sale at the premium Devli in New Delhi. Your hunt for the perfect apartment for resale comes to an end here. This apartment ready to move in the Devli is available for an attractive price of INR 60 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some of the landmarks in the vicinity include near rising star public school.,60 Lac ,5000.0,new-delhi,900.0,Ready to Move,3.0,Resale,Semi-Furnished,North - West,Garden/Park,,2.0,2,1 Covered,Freehold,,,
137160,3 BHK Ready to Occupy Flat for sale in East of Kailash East Of Kailash Block B,"East Of Kailash Block B, New Delhi has an appealing 3 BHK flat for sale with various amenities. Situated in the East Of Kailash township, it has a prime location. Your search ends here, because this flat for sale is among the best bargains in town. The ready to move flat in East Of Kailash Block B is all ready for sale at a low-priced budget of INR 2.35 Cr. The flat is semi-furnished and makes for an ideal choice for any family.",2.35 Cr ,20435.0,new-delhi,1000.0,Ready to Move,1.0,New Property,Semi-Furnished,,,East of Kailash,3.0,2,,,,,
162307,2 BHK Ready to Occupy Flat for sale in Vvip Iconic Towers Noida Extention,"This beautiful 2 BHK Flat is available for sale in Noida Extension, Greater Noida. Situated in the excellent Vvip Iconic Towers township. The flat enjoys a prime location. This flat for resale has a desirable location. Available at a reasonable selling price of INR 58 Lac, this ready to move apartment in Noida Extension is a great buy. It is a semi-furnished apartment. gaur city 2 are a few nearby landmarks.",58 Lac ,5321.0,greater-noida,700.0,Ready to Move,7.0,Resale,Semi-Furnished,North - East,Main Road,Vvip Iconic Towers,2.0,4,1 Covered,Power Of Attorney,,,
97069,2 BHK Ready to Occupy Flat for sale in One Rajarhat New Town,"The mentioned Price indicates only the Base Price. This excludes the cost for Parking, Extra Charges and Deposits, GST, Registration and Stamp Duty::::::::One Rajarhat::::New Tow, Action Area1::::G22 & G23, 3 Towers, 328 Flats, State Of The Art Multi Gym, Banquet Hall Cum Badminton Court, Infinity Pool, Synthetic Grass Tennis Court, Table Tennis Room, Massage Spa Room,::::::::Premium Flats Available, At Best Locations, With Best Architecture & Amenities::::::::The Property Price and Availability is subject to change without any prior notice at the discretion of the Seller",1.20 Cr ,9646.0,kolkata,740.0,Ready to Move,,New Property,Unfurnished,,Main Road,One Rajarhat,2.0,,1 Covered,Freehold,,,
151984,3 BHK Ready to Occupy Flat for sale in FIO Homes Zirakpur,"Zirakpur, Chandigarh has an appealing 3 BHK flat for sale with various amenities. This flat is placed in a marvellous location within the Fio Homes complex. This flat is available as a sale property. This ready to move property in Zirakpur is readily available within an affordable cost of INR 46.9 Lac. You will find it semi-furnished. patiala highway , nabha , zirakpur are some of the well-known landmarks in this locality.",46.9 Lac ,4343.0,chandigarh,750.0,Ready to Move,1.0,New Property,Semi-Furnished,North - East,"Garden/Park, Main Road",FIO Homes,3.0,2,1 Covered,Freehold,,,
56110,4 BHK Ready to Occupy Flat for sale in Emaar Emerald Floors Select Sector 65,"Have a look at this immaculate 4 BHK flat for sale in Sector 65, Gurgaon. Enjoying a prime location, this property is housed in the Emaar Emerald Floors Select society. This flat for resale is just the type of property you have been searching for! This ready to move flat in Sector 65 comes at an affordable price of INR 2.85 Cr. You will find it semi-furnished. near golf estate are a few nearby landmarks.",2.85 Cr ,14250.0,gurgaon,1700.0,Ready to Move,2.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Emaar Emerald Floors Select,4.0,4,1 Open,Freehold,,,
98067,2 BHK Ready to Occupy Flat for sale in DLF New Town Heights Rajarhat,"2 BHK, Multistorey Apartment is available for Sale in Rajarhat, Kolkata for 72.0 Lac(s)",72 Lac ,5728.0,kolkata,900.0,Ready to Move,2.0,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",DLF New Town Heights,2.0,2,,,,,
142163,2 BHK Ready to Occupy Flat for sale in DDA Flat Janakpuri,Discover this immaculate 2 BHK flat for sale at the pristine Janakpuri in New Delhi. It enjoys an excellent location within the Dda Flat. This flat for resale is the perfect property for you! This ready to move flat located in Janakpuri is available for purchase at a fair price of INR 1.60 Cr. The flat is sold in unfurnished condition.,1.60 Cr ,13333.0,new-delhi,1000.0,Ready to Move,1.0,Resale,Unfurnished,North - West,"Garden/Park, Main Road",DDA Flat,2.0,2,,Freehold,,,
145079,3 BHK Ready to Occupy Flat for sale in Pride World City Kingsbury Charholi BK,"Discover this immaculate 3 BHK flat for sale at the pristine Charholi Budruk in Pune. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Pride World City Kingsbury. Invest your valuable money in this flat that is for resale. This ready to move property in Charholi Budruk is readily available within an affordable cost of INR 90 Lac. The flat is available in unfurnished condition. The prime landmarks near this property are kingsbury, pride world center.",90 Lac ,8687.0,pune,1450.0,Ready to Move,12.0,Resale,Unfurnished,East,"Garden/Park, Pool",Pride World City Kingsbury,3.0,2,1 Covered,Co-operative Society,,,
112150,2 BHK Ready to Occupy Flat for sale Nayabad,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,42 Lac ,4521.0,kolkata,745.0,Ready to Move,1.0,Resale,Furnished,North - East,Main Road,,2.0,1,1 Covered,Freehold,,,
65594,4 BHK Ready to Occupy Flat for sale in Malibu Town Sohna Gurgaon Road,"This lovely 4 BHK Flat in Sohna Gurgaon Road, Gurgaon is up for sale. Situated in the excellent Malibu Town township. The flat enjoys a prime location. Your search ends here, because this flat for sale is among the best bargains in town. This ready to move flat in Sohna Gurgaon Road is available for a reasonable price of INR 2.90 Cr. You will find it semi-furnished. The prime landmarks near this property are good earth mall.",2.90 Cr ,11240.0,gurgaon,2358.0,Ready to Move,1.0,New Property,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",Malibu Town,4.0,2,"2 Covered,",Freehold,,,
33970,2 BHK Ready to Occupy Flat for sale in GM Global Techies Town Phase 1 Electronics City,"2 BHK flat available for sale in Bangalore in the prime location of Electronics City Phase 1. Strategically situated in the Gm Global Techies Town site, it is placed at a prime location. Invest your valuable money in this flat that is for resale. Located in Electronics City Phase 1, this ready to move apartment is sold at a fair selling price of INR 86.3 Lac. This premium unfurnished flat spells quality and comfort at a competitive price.",86.3 Lac ,7500.0,bangalore,1000.0,Ready to Move,7.0,Resale,Unfurnished,East,Garden/Park,,2.0,1,1 Covered,Freehold,,,
49995,"3 BHK Ready to Occupy Flat for sale in Bestech Park View Spa Sector 47 Block A, Sohna Road","Carefully laid out in the prime location of Sector 47 Block A in Gurgaon, this spacious 3 BHK flat on sale is a meticulously planned project. It enjoys an excellent location within the Bestech Park View Spa. This flat is available as a resale property. This ready to move flat in Sector 47 Block A can be availed at a reasonable price of INR 4.25 Cr. The flat is semi-furnished and is suitable for any family size. The property is strategically placed near prominent places as dps sector 47 which make for the smooth living of residents.",4.25 Cr ,17206.0,gurgaon,1800.0,Ready to Move,13.0,Resale,Semi-Furnished,North,Garden/Park,Bestech Park View Spa,4.0,3,2 Covered,Freehold,,,
182797,2 BHK Ready to Occupy Flat for sale in Sanmati park society Sama Savli Road,This ready to move-in 2 BHK flat is available for sale at the premium Sama Savli Road in Vadodara. Situated in the excellent Sanmati Park Society township. The flat enjoys a prime location. This is one of the best properties available for resale. This ready to move flat in Sama Savli Road comes at an affordable price of INR 45 Lac. You will find it semi-furnished. Significant landmarks in its proximity are vemali.,45 Lac ,3462.0,vadodara,780.0,Ready to Move,3.0,Resale,Semi-Furnished,East,"Main Road, Garden/Park, Pool",Sanmati park society,2.0,3,,Co-operative Society,,,
61596,"2 BHK Ready to Occupy Flat for sale Ashok Vihar Phase 2, Delhi Gurgaon Expressway","Up for immediate sale is a 2 BHK apartment in Ashok Vihar Phase 2, Gurgaon. Don't miss this bargain flat for sale. This flat is an attractive property for resale. The ready to move flat in Ashok Vihar Phase 2 is all ready for sale at a low-priced budget of INR 26.5 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",26.5 Lac ,4907.0,gurgaon,600.0,Ready to Move,1.0,Resale,Unfurnished,,,,2.0,,,,,,
